dep_delay;arr_delay;cancelled;cancellation_code;id
-2;22;0;"";172022
70;38;0;"";171643
28;25;0;"";205400
29;47;0;"";261511
20;17;0;"";233401
41;42;0;"";171644
129;131;0;"";233368
-10;-25;0;"";261518
41;24;0;"";205404
83;76;0;"";205405
25;26;0;"";233370
123;103;0;"";205406
57;42;0;"";261519
162;176;0;"";143363
58;30;0;"";171645
86;73;0;"";205407
27;22;0;"";171646
54;35;0;"";177343
127;194;0;"";261526
39;37;0;"";171654
215;217;0;"";233371
11;31;0;"";172735
45;43;0;"";205409
-1;33;0;"";233372
25;26;0;"";233373
403;380;0;"";177346
-1;29;0;"";233374
18;23;0;"";261522
22;19;0;"";261523
130;106;0;"";144056
27;81;0;"";261525
75;80;0;"";205413
78;68;0;"";205414
84;68;0;"";144439
43;24;0;"";261528
-4;21;0;"";261529
7;35;0;"";233377
65;55;0;"";261530
32;25;0;"";233378
18;33;0;"";205416
57;47;0;"";233379
-15;22;0;"";171647
215;202;0;"";177348
95;74;0;"";205417
26;48;0;"";261531
7;29;0;"";261532
6;72;0;"";233381
81;77;0;"";143364
34;26;0;"";205419
39;45;0;"";205420
29;28;0;"";261534
-2;16;0;"";205421
24;45;0;"";261535
186;192;0;"";233383
-7;32;0;"";172019
42;26;0;"";205422
192;174;0;"";261540
32;18;0;"";205425
33;31;0;"";205426
70;70;0;"";177350
47;35;0;"";205427
85;68;0;"";233388
66;53;0;"";233389
33;24;0;"";261542
49;47;0;"";261544
262;293;0;"";233392
10;15;0;"";171648
130;130;0;"";205429
63;51;0;"";172362
31;23;0;"";172363
121;137;0;"";261588
8;21;0;"";233474
-2;28;0;"";205430
21;15;0;"";261545
19;19;0;"";205432
288;286;0;"";233404
42;46;0;"";233405
47;44;0;"";233407
44;37;0;"";205433
95;82;0;"";261547
32;51;0;"";205434
34;28;0;"";261548
17;26;0;"";177356
350;321;0;"";261549
113;100;0;"";261550
-3;15;0;"";261552
30;21;0;"";261589
49;26;0;"";205445
194;204;0;"";171649
28;20;0;"";261554
32;32;0;"";233411
54;41;0;"";205446
-6;27;0;"";177360
20;31;0;"";205447
59;49;0;"";205448
163;174;0;"";177361
120;129;0;"";233414
210;199;0;"";261556
32;17;0;"";205450
101;81;0;"";261557
46;55;0;"";261558
33;23;0;"";233415
15;24;0;"";261559
18;25;0;"";177365
-4;22;0;"";261560
42;63;0;"";261561
17;20;0;"";261562
29;22;0;"";177367
27;17;0;"";233416
218;198;0;"";143365
62;57;0;"";233417
112;79;0;"";233419
22;32;0;"";171650
53;110;0;"";205453
90;89;0;"";261563
20;15;0;"";177369
25;21;0;"";261520
242;233;0;"";149040
18;25;0;"";177370
52;46;0;"";261565
27;19;0;"";171651
-2;35;0;"";166258
98;95;0;"";177379
-9;43;0;"";233476
26;50;0;"";205456
10;16;0;"";177381
31;22;0;"";166259
110;85;0;"";205459
65;64;0;"";261566
150;147;0;"";205460
29;28;0;"";261568
145;166;0;"";177384
52;35;0;"";233423
68;66;0;"";233424
27;47;0;"";205462
118;87;0;"";177385
13;33;0;"";205463
156;162;0;"";261571
41;32;0;"";149039
50;59;0;"";177449
240;233;0;"";205464
52;51;0;"";205465
20;30;0;"";233427
63;95;0;"";205517
32;20;0;"";177387
90;98;0;"";233429
79;96;0;"";144058
11;19;0;"";205466
73;73;0;"";233477
62;52;0;"";261573
143;121;0;"";261574
98;82;0;"";233432
246;232;0;"";205467
6;16;0;"";177389
16;16;0;"";205469
21;21;0;"";205471
129;155;0;"";205472
-6;31;0;"";261575
101;103;0;"";177391
49;51;0;"";177392
39;31;0;"";261576
34;27;0;"";177393
0;0;1;D;144834
54;42;0;"";205473
75;75;0;"";177394
215;206;0;"";261580
37;40;0;"";205475
31;24;0;"";233436
37;26;0;"";261581
26;34;0;"";205476
10;30;0;"";261593
134;134;0;"";177395
30;40;0;"";205477
18;15;0;"";177397
31;25;0;"";261583
144;120;0;"";205479
87;71;0;"";233439
126;129;0;"";205515
-5;8;0;"";205521
32;37;0;"";261584
14;30;0;"";261585
30;34;0;"";205480
142;138;0;"";205482
41;47;0;"";177399
23;20;0;"";261587
38;33;0;"";143366
49;53;0;"";172368
72;56;0;"";233442
36;28;0;"";233443
54;27;0;"";205485
47;29;0;"";261597
3;22;0;"";172372
67;57;0;"";177401
-10;18;0;"";233444
91;78;0;"";261598
29;28;0;"";205487
56;33;0;"";177402
9;-2;0;"";205488
108;113;0;"";233445
50;55;0;"";144059
28;23;0;"";205490
21;40;0;"";177403
-4;17;0;"";172737
31;27;0;"";261666
125;123;0;"";261601
14;16;0;"";261602
166;159;0;"";233449
1;32;0;"";233450
84;80;0;"";261606
2;24;0;"";205519
42;31;0;"";177409
35;34;0;"";261608
27;28;0;"";261610
19;16;0;"";261611
212;213;0;"";177410
111;97;0;"";205492
55;47;0;"";177411
29;45;0;"";177412
22;17;0;"";261667
36;33;0;"";261612
24;29;0;"";177415
73;72;0;"";233452
368;386;0;"";177417
-11;20;0;"";177418
-8;19;0;"";261614
86;63;0;"";205495
90;82;0;"";233453
7;32;0;"";233454
42;30;0;"";177421
9;15;0;"";261615
33;32;0;"";149400
-4;16;0;"";144443
26;31;0;"";172369
58;42;0;"";143701
92;66;0;"";261616
80;61;0;"";233455
-8;44;0;"";233457
120;118;0;"";233458
43;41;0;"";261617
0;24;0;"";233460
22;25;0;"";149401
32;38;0;"";233461
77;77;0;"";261619
47;40;0;"";177425
33;30;0;"";177426
108;104;0;"";261662
26;18;0;"";155042
81;83;0;"";233464
34;41;0;"";261620
27;30;0;"";261621
0;27;0;"";261668
210;201;0;"";177427
5;65;0;"";233466
-8;42;0;"";233467
26;59;0;"";177429
106;103;0;"";205499
219;243;0;"";205500
-3;32;0;"";177431
5;50;0;"";144061
190;206;0;"";149404
1;25;0;"";177433
39;43;0;"";233471
0;0;1;B;144835
97;84;0;"";177434
62;67;0;"";261663
-1;26;0;"";261626
27;47;0;"";233473
42;36;0;"";205504
62;109;0;"";261627
94;82;0;"";144725
32;27;0;"";261628
103;129;0;"";261629
184;168;0;"";146716
120;98;0;"";233478
30;28;0;"";177437
50;42;0;"";177438
28;24;0;"";177439
1;22;0;"";233481
274;314;0;"";205505
34;42;0;"";261630
57;51;0;"";177440
43;22;0;"";261631
64;47;0;"";233482
27;38;0;"";261632
43;31;0;"";144444
57;42;0;"";233484
19;15;0;"";233485
-5;22;0;"";160698
13;26;0;"";177451
38;60;0;"";177442
-5;41;0;"";205508
87;77;0;"";177443
38;25;0;"";205511
64;53;0;"";205514
44;35;0;"";205522
62;48;0;"";205523
15;17;0;"";177452
0;0;1;D;145807
20;19;0;"";261635
20;17;0;"";233489
33;34;0;"";205524
164;149;0;"";233490
25;24;0;"";160701
56;44;0;"";149406
18;15;0;"";177455
30;29;0;"";233491
108;103;0;"";148864
44;114;0;"";177456
26;31;0;"";177457
2;36;0;"";261639
80;113;0;"";233492
-1;34;0;"";205526
20;70;0;"";205583
44;39;0;"";143703
206;200;0;"";148866
42;41;0;"";233493
1;24;0;"";205586
199;177;0;"";233494
61;40;0;"";143367
64;55;0;"";261640
49;28;0;"";261641
217;325;0;"";233495
-4;16;0;"";205587
18;90;0;"";177462
67;77;0;"";205530
26;19;0;"";177464
-4;16;0;"";233496
-5;67;0;"";261644
91;82;0;"";261645
76;84;0;"";205584
64;60;0;"";177465
50;32;0;"";233497
-4;98;0;"";205589
174;167;0;"";177466
66;70;0;"";233498
-2;27;0;"";261646
30;28;0;"";261647
51;43;0;"";261648
32;31;0;"";177468
3;35;0;"";261649
-2;38;0;"";233541
22;17;0;"";177469
-6;15;0;"";172736
33;26;0;"";233501
82;88;0;"";261664
63;52;0;"";261650
-4;15;0;"";233502
124;106;0;"";233503
94;86;0;"";233504
43;50;0;"";143704
73;78;0;"";205534
8;26;0;"";177472
42;51;0;"";205535
31;16;0;"";261653
16;18;0;"";143705
7;16;0;"";160704
15;17;0;"";261654
-4;15;0;"";144062
77;50;0;"";233509
2;24;0;"";177530
39;30;0;"";261655
33;55;0;"";205537
8;21;0;"";233510
49;48;0;"";205538
35;23;0;"";205539
49;43;0;"";177475
-9;-26;0;"";160705
15;31;0;"";233513
103;105;0;"";261658
131;117;0;"";261659
99;154;0;"";177476
25;22;0;"";261660
62;68;0;"";160706
60;42;0;"";177531
-12;21;0;"";261661
-9;-9;0;"";233516
-1;93;0;"";233542
73;68;0;"";233518
83;83;0;"";205542
29;36;0;"";205543
33;17;0;"";205544
37;23;0;"";177478
30;31;0;"";205545
-14;23;0;"";177479
69;41;0;"";205546
32;26;0;"";205547
-7;-14;0;"";261741
57;58;0;"";205548
33;27;0;"";205549
3;89;0;"";205551
76;70;0;"";177525
-5;26;0;"";205552
310;315;0;"";233522
-6;15;0;"";172027
268;268;0;"";177482
47;47;0;"";144727
130;114;0;"";144728
28;18;0;"";233523
45;29;0;"";205553
29;28;0;"";177485
0;25;0;"";233524
81;164;0;"";233525
37;28;0;"";233526
34;39;0;"";177486
-14;15;0;"";261677
69;63;0;"";261678
-3;34;0;"";261679
38;19;0;"";233529
12;32;0;"";261681
121;118;0;"";205555
64;47;0;"";233530
-4;19;0;"";160709
114;131;0;"";233532
25;16;0;"";205557
32;19;0;"";177488
17;17;0;"";261675
74;72;0;"";205559
743;724;0;"";177527
322;356;0;"";146785
37;37;0;"";205560
76;75;0;"";205561
34;37;0;"";205563
41;19;0;"";177489
12;21;0;"";233534
27;25;0;"";177490
354;361;0;"";143369
165;159;0;"";146788
60;55;0;"";177491
1162;1149;0;"";233544
60;53;0;"";177492
69;47;0;"";261684
-2;16;0;"";261742
74;89;0;"";233536
29;67;0;"";261686
22;27;0;"";261687
87;79;0;"";148865
71;51;0;"";177528
23;21;0;"";233537
-8;-3;0;"";160711
51;39;0;"";177493
60;57;0;"";233546
129;118;0;"";177497
44;38;0;"";233548
23;17;0;"";177498
-10;23;0;"";261743
27;27;0;"";177499
85;69;0;"";233549
6;53;0;"";233550
55;56;0;"";143706
16;22;0;"";205566
37;32;0;"";261689
74;64;0;"";233552
138;138;0;"";177502
168;168;0;"";177503
12;16;0;"";233553
42;32;0;"";177505
25;30;0;"";177506
95;76;0;"";233554
-4;34;0;"";177507
968;950;0;"";149045
459;442;0;"";261692
57;45;0;"";144063
247;227;0;"";205569
104;82;0;"";205570
109;153;0;"";205571
32;20;0;"";177508
67;52;0;"";144064
41;34;0;"";261695
119;108;0;"";261696
23;15;0;"";205573
186;167;0;"";261699
202;194;0;"";261700
141;149;0;"";233559
99;74;0;"";205575
70;77;0;"";205576
-2;29;0;"";166261
31;23;0;"";144065
10;26;0;"";205577
35;17;0;"";144066
72;63;0;"";233563
109;102;0;"";233564
30;18;0;"";172373
6;32;0;"";233565
41;32;0;"";261701
95;67;0;"";233566
12;17;0;"";233567
60;59;0;"";177512
28;16;0;"";205582
77;79;0;"";149408
0;30;0;"";261735
0;29;0;"";177513
42;53;0;"";166262
95;83;0;"";205595
-1;21;0;"";233616
-8;18;0;"";261736
12;20;0;"";205596
7;31;0;"";177515
182;169;0;"";233569
165;206;0;"";177516
201;194;0;"";205597
81;63;0;"";177517
32;26;0;"";205598
-4;20;0;"";144448
41;22;0;"";177518
80;72;0;"";261704
12;33;0;"";261705
7;21;0;"";205599
148;145;0;"";205600
-14;-22;0;"";166263
5;24;0;"";205602
38;38;0;"";149042
32;32;0;"";233574
-7;28;0;"";261706
16;69;0;"";177519
36;40;0;"";233575
133;131;0;"";205604
79;78;0;"";205605
36;32;0;"";143709
6;15;0;"";205668
47;32;0;"";205606
61;63;0;"";205607
132;122;0;"";233577
0;24;0;"";177522
57;90;0;"";261711
33;16;0;"";177532
50;84;0;"";177533
20;29;0;"";177534
85;75;0;"";205611
69;47;0;"";261737
48;40;0;"";261712
81;80;0;"";205613
55;47;0;"";233578
23;15;0;"";205615
279;264;0;"";233579
5;16;0;"";205616
42;38;0;"";261713
40;29;0;"";177541
56;43;0;"";177536
-4;23;0;"";177537
-7;18;0;"";233581
173;172;0;"";233582
61;102;0;"";177539
24;30;0;"";205617
35;36;0;"";233611
-20;16;0;"";177540
-1;45;0;"";205618
56;46;0;"";233583
35;37;0;"";233612
74;61;0;"";233584
111;105;0;"";177606
21;56;0;"";233587
17;18;0;"";205619
44;51;0;"";233588
70;64;0;"";261719
41;35;0;"";205620
12;26;0;"";205621
125;115;0;"";205623
17;26;0;"";233590
48;64;0;"";144067
39;21;0;"";261721
33;59;0;"";205625
-12;33;0;"";205626
86;53;0;"";155044
78;70;0;"";205629
30;31;0;"";177548
23;26;0;"";205630
77;78;0;"";261726
18;43;0;"";177551
11;18;0;"";261727
76;90;0;"";233592
42;39;0;"";233593
38;54;0;"";261728
108;127;0;"";149044
25;41;0;"";233595
46;49;0;"";177556
94;78;0;"";205634
79;60;0;"";205635
45;39;0;"";177557
155;151;0;"";233596
0;16;0;"";177558
99;80;0;"";205636
58;62;0;"";233597
28;20;0;"";233598
34;30;0;"";177560
60;74;0;"";144068
74;69;0;"";177562
47;49;0;"";261745
72;136;0;"";144069
81;78;0;"";233600
53;53;0;"";233601
65;41;0;"";205639
-1;30;0;"";233602
0;18;0;"";177564
42;37;0;"";261748
94;70;0;"";171659
44;35;0;"";205642
74;56;0;"";144070
50;50;0;"";233603
-5;24;0;"";205643
-9;37;0;"";261751
80;68;0;"";205645
36;38;0;"";177566
86;79;0;"";233555
301;329;0;"";233604
119;117;0;"";233605
67;44;0;"";233606
65;49;0;"";177567
23;51;0;"";233607
-6;25;0;"";233608
33;27;0;"";261804
17;33;0;"";261749
45;34;0;"";205649
19;26;0;"";233618
65;95;0;"";143711
24;72;0;"";177559
27;28;0;"";205651
19;36;0;"";205653
9;34;0;"";233687
57;38;0;"";261755
135;143;0;"";233619
7;25;0;"";177573
11;65;0;"";233620
79;59;0;"";144450
70;68;0;"";172028
27;17;0;"";205655
71;60;0;"";233622
68;67;0;"";155045
32;23;0;"";177575
-1;22;0;"";261757
-3;17;0;"";261806
3;96;0;"";177577
104;179;0;"";261759
33;35;0;"";233624
-4;26;0;"";261807
-2;41;0;"";233625
40;26;0;"";233633
2;-3;0;"";172030
-7;19;0;"";205657
-8;15;0;"";233627
83;100;0;"";233629
62;46;0;"";261761
31;19;0;"";205659
187;245;0;"";261762
381;407;0;"";233631
47;45;0;"";261763
32;27;0;"";205660
29;31;0;"";233632
33;32;0;"";205661
72;47;0;"";205662
57;40;0;"";177585
17;26;0;"";261765
20;18;0;"";177586
84;86;0;"";177587
6;15;0;"";177588
18;70;0;"";205665
78;93;0;"";144452
129;128;0;"";233634
92;120;0;"";177591
146;149;0;"";233635
26;28;0;"";205670
35;48;0;"";205671
-5;15;0;"";233636
41;19;0;"";177593
227;267;0;"";177594
-2;16;0;"";172742
70;73;0;"";205672
16;16;0;"";205673
24;20;0;"";205674
7;19;0;"";205675
3;29;0;"";233637
303;292;0;"";143371
69;51;0;"";261771
65;51;0;"";143714
34;34;0;"";233638
77;67;0;"";205676
205;272;0;"";261772
22;27;0;"";205677
46;46;0;"";177598
54;44;0;"";261773
34;22;0;"";261774
57;49;0;"";172743
78;66;0;"";177602
75;65;0;"";261777
8;36;0;"";143372
61;61;0;"";261778
-4;38;0;"";205735
25;20;0;"";205681
120;104;0;"";171657
36;16;0;"";177604
134;107;0;"";177605
22;26;0;"";205683
34;22;0;"";233644
33;21;0;"";172381
132;156;0;"";233645
-2;78;0;"";177677
-6;23;0;"";177684
33;31;0;"";233646
21;23;0;"";205685
25;30;0;"";261781
19;16;0;"";177611
32;32;0;"";261782
34;25;0;"";233648
345;349;0;"";233649
10;24;0;"";177678
32;21;0;"";261783
49;51;0;"";177613
-8;21;0;"";149409
50;77;0;"";149046
5;46;0;"";205736
157;133;0;"";148867
-2;20;0;"";233652
51;22;0;"";144453
96;72;0;"";177616
117;99;0;"";205689
54;51;0;"";144454
-2;16;0;"";233654
26;23;0;"";177618
-2;21;0;"";177619
58;90;0;"";177620
19;15;0;"";205694
20;29;0;"";261788
25;35;0;"";233655
55;68;0;"";233656
42;20;0;"";261789
81;74;0;"";205696
25;51;0;"";261790
88;86;0;"";233658
70;79;0;"";205698
24;20;0;"";205699
171;156;0;"";172034
15;34;0;"";205700
149;130;0;"";233661
26;15;0;"";261791
89;82;0;"";205702
45;66;0;"";233662
29;61;0;"";261811
45;71;0;"";261812
51;38;0;"";149047
33;24;0;"";177625
-5;16;0;"";205703
96;91;0;"";149048
65;65;0;"";261793
26;16;0;"";166266
63;48;0;"";205704
41;28;0;"";233663
27;32;0;"";166267
24;28;0;"";205705
162;183;0;"";205707
69;61;0;"";233664
-3;36;0;"";205709
59;52;0;"";261794
82;73;0;"";261795
155;131;0;"";177627
16;23;0;"";172739
77;64;0;"";261796
23;31;0;"";261797
49;42;0;"";144072
85;74;0;"";177629
75;54;0;"";205740
26;19;0;"";205712
46;39;0;"";261800
50;34;0;"";205713
16;21;0;"";205714
60;54;0;"";261801
35;18;0;"";205716
43;15;0;"";233666
31;19;0;"";205717
386;373;0;"";205718
36;34;0;"";205719
33;52;0;"";177630
195;175;0;"";261879
-4;16;0;"";233668
89;81;0;"";144073
78;78;0;"";144730
38;22;0;"";177632
-8;16;0;"";233670
23;18;0;"";205721
4;52;0;"";261815
371;366;0;"";143373
85;83;0;"";177634
25;16;0;"";177680
-7;44;0;"";205722
23;21;0;"";261816
47;42;0;"";144074
68;59;0;"";155046
58;53;0;"";205723
-12;15;0;"";233674
66;46;0;"";177638
46;34;0;"";146795
29;31;0;"";205724
179;142;0;"";233675
41;23;0;"";205725
-6;22;0;"";155047
103;111;0;"";177639
-2;-20;0;"";261819
82;75;0;"";205726
-7;75;0;"";205727
28;29;0;"";233676
21;17;0;"";233677
23;32;0;"";205728
63;81;0;"";146794
74;67;0;"";143715
44;28;0;"";143374
27;27;0;"";177642
73;81;0;"";233679
91;70;0;"";205730
94;77;0;"";144731
30;23;0;"";233680
17;69;0;"";261825
-3;36;0;"";149410
2;19;0;"";261878
119;103;0;"";261826
24;34;0;"";233681
38;56;0;"";261885
23;19;0;"";233682
26;26;0;"";233683
69;81;0;"";205813
-4;22;0;"";144075
1;24;0;"";205746
32;17;0;"";233684
80;82;0;"";233685
0;19;0;"";177645
148;129;0;"";205815
79;75;0;"";177647
114;109;0;"";233686
51;24;0;"";233640
30;87;0;"";205748
190;258;0;"";261830
0;22;0;"";261886
-2;19;0;"";261831
0;28;0;"";205816
-6;21;0;"";177648
68;56;0;"";233695
47;39;0;"";205750
38;22;0;"";177649
1;23;0;"";233696
92;82;0;"";233697
142;136;0;"";149051
49;37;0;"";144076
21;33;0;"";177652
22;20;0;"";177653
23;15;0;"";233701
8;40;0;"";233702
28;21;0;"";233703
35;35;0;"";233704
47;43;0;"";261834
4;31;0;"";261835
75;57;0;"";205752
20;31;0;"";177657
86;87;0;"";233705
8;16;0;"";233707
66;65;0;"";177658
53;37;0;"";261887
-4;43;0;"";261880
13;35;0;"";261881
556;536;0;"";205754
59;52;0;"";205756
223;232;0;"";144733
-9;25;0;"";177659
98;104;0;"";233713
-2;21;0;"";233715
-1;26;0;"";261840
38;15;0;"";205757
58;42;0;"";233717
27;28;0;"";233718
224;218;0;"";205759
742;739;0;"";205760
17;19;0;"";233719
93;67;0;"";261882
11;19;0;"";205762
-2;18;0;"";233764
219;209;0;"";205763
64;54;0;"";144457
83;62;0;"";177661
16;56;0;"";261842
56;47;0;"";261844
20;34;0;"";261845
76;125;0;"";149049
41;28;0;"";261846
5;46;0;"";261847
44;45;0;"";261848
47;44;0;"";261849
24;32;0;"";261850
72;66;0;"";143717
118;105;0;"";261853
96;109;0;"";205814
20;21;0;"";177663
38;37;0;"";177664
134;136;0;"";233723
28;28;0;"";261855
2;20;0;"";205768
46;28;0;"";233724
20;24;0;"";233765
25;21;0;"";261856
221;208;0;"";205769
94;89;0;"";177665
23;36;0;"";205771
5;20;0;"";172383
72;70;0;"";261858
42;22;0;"";166268
55;43;0;"";233726
58;42;0;"";166269
161;148;0;"";233727
41;41;0;"";205772
-1;29;0;"";205773
1;22;0;"";149411
124;133;0;"";205774
23;26;0;"";205775
28;31;0;"";177668
52;48;0;"";261860
137;142;0;"";144458
66;93;0;"";205778
27;56;0;"";144077
34;27;0;"";233729
5;16;0;"";205779
49;32;0;"";261862
51;64;0;"";177673
26;15;0;"";261863
2;70;0;"";205781
126;141;0;"";149050
26;29;0;"";261865
20;44;0;"";205782
3;20;0;"";233730
16;21;0;"";177674
66;57;0;"";177676
67;58;0;"";233731
27;35;0;"";261867
82;69;0;"";205744
95;97;0;"";261869
54;57;0;"";233732
39;27;0;"";205784
-5;37;0;"";177686
66;61;0;"";261871
84;80;0;"";261872
10;18;0;"";233760
64;51;0;"";205786
33;27;0;"";166270
42;36;0;"";261884
61;52;0;"";205788
33;29;0;"";205817
153;114;0;"";177697
87;103;0;"";261873
127;114;0;"";261874
15;18;0;"";177758
149;139;0;"";233733
14;15;0;"";205790
65;41;0;"";205792
31;20;0;"";205794
46;33;0;"";205795
40;61;0;"";233736
17;15;0;"";205818
19;20;0;"";205797
-6;15;0;"";177759
107;100;0;"";177695
30;21;0;"";205798
34;30;0;"";177696
61;57;0;"";261893
58;47;0;"";143719
155;160;0;"";144078
28;28;0;"";205799
0;0;1;A;146859
-1;28;0;"";205800
111;93;0;"";233741
-1;20;0;"";177698
31;40;0;"";233761
27;17;0;"";205804
285;262;0;"";205805
174;223;0;"";205806
16;29;0;"";261896
40;48;0;"";160712
67;70;0;"";261901
52;45;0;"";144459
37;36;0;"";261904
142;133;0;"";144079
31;43;0;"";144460
36;30;0;"";233744
87;79;0;"";144080
40;36;0;"";177703
51;39;0;"";261906
87;103;0;"";233745
22;16;0;"";205810
78;60;0;"";172748
35;26;0;"";261957
25;20;0;"";172749
19;15;0;"";205812
106;94;0;"";171662
37;31;0;"";144081
-4;32;0;"";233762
16;19;0;"";205822
151;150;0;"";261910
154;146;0;"";261911
6;19;0;"";261958
9;24;0;"";261912
120;116;0;"";205823
18;18;0;"";177706
43;18;0;"";233747
-11;41;0;"";205824
41;19;0;"";261914
7;20;0;"";261959
34;18;0;"";233750
51;47;0;"";205825
44;35;0;"";177708
-5;33;0;"";261917
49;46;0;"";233763
-6;21;0;"";233751
15;15;0;"";233752
-9;16;0;"";177710
23;54;0;"";261918
60;84;0;"";261920
19;17;0;"";177712
71;67;0;"";160714
33;22;0;"";205828
-7;19;0;"";261922
41;82;0;"";233753
20;20;0;"";177715
5;38;0;"";205890
52;57;0;"";261924
87;68;0;"";177717
38;40;0;"";261925
15;28;0;"";205830
25;19;0;"";177718
50;46;0;"";261927
5;22;0;"";261928
23;25;0;"";177720
131;139;0;"";261929
43;26;0;"";177722
123;110;0;"";261930
39;29;0;"";233838
245;263;0;"";205835
81;83;0;"";261931
120;179;0;"";177723
189;267;0;"";205836
116;85;0;"";233766
4;17;0;"";261932
31;48;0;"";205892
3;122;0;"";177725
98;87;0;"";177726
88;86;0;"";261933
58;48;0;"";172744
22;18;0;"";261935
63;83;0;"";177727
35;26;0;"";172038
28;35;0;"";172745
127;117;0;"";261936
34;37;0;"";233767
19;15;0;"";233768
79;81;0;"";261938
25;31;0;"";261940
44;34;0;"";144463
39;36;0;"";177729
1;23;0;"";233769
-6;-16;0;"";177733
45;41;0;"";233770
127;129;0;"";205838
-13;16;0;"";205839
5;23;0;"";172746
13;17;0;"";177735
29;29;0;"";261941
22;18;0;"";233839
136;156;0;"";261902
56;39;0;"";261944
0;0;1;B;147817
45;26;0;"";233772
75;55;0;"";149415
38;28;0;"";205842
44;46;0;"";177737
21;87;0;"";233774
141;141;0;"";205844
97;102;0;"";233775
-5;18;0;"";233776
43;120;0;"";233777
17;48;0;"";205845
60;58;0;"";205846
341;332;0;"";205847
235;225;0;"";261950
39;54;0;"";172751
-3;19;0;"";172752
18;20;0;"";261952
-3;58;0;"";177743
73;47;0;"";261953
10;16;0;"";261905
-8;38;0;"";233779
47;59;0;"";205848
10;32;0;"";205849
62;45;0;"";261954
10;18;0;"";261955
17;25;0;"";177745
31;40;0;"";177746
-3;31;0;"";205852
100;104;0;"";261960
68;76;0;"";233784
22;20;0;"";205854
35;36;0;"";233785
67;58;0;"";177750
321;316;0;"";177751
85;72;0;"";177753
42;41;0;"";233788
115;111;0;"";233833
69;60;0;"";233789
32;36;0;"";177755
121;103;0;"";233790
-3;25;0;"";177756
-7;24;0;"";262026
114;97;0;"";177757
45;47;0;"";144464
31;60;0;"";233791
74;70;0;"";261965
60;61;0;"";233792
48;24;0;"";177762
117;121;0;"";144083
32;16;0;"";261966
6;19;0;"";233794
75;61;0;"";261967
34;26;0;"";205856
25;17;0;"";177764
64;47;0;"";172386
-3;-4;0;"";177824
32;36;0;"";205858
134;122;0;"";205859
28;31;0;"";205860
38;51;0;"";205861
18;45;0;"";205863
109;157;0;"";261969
70;66;0;"";205865
324;315;0;"";177832
100;92;0;"";172039
90;92;0;"";205867
142;119;0;"";148868
27;29;0;"";233800
30;17;0;"";261973
27;51;0;"";177766
94;77;0;"";205868
22;19;0;"";205869
3;16;0;"";233835
185;221;0;"";177767
63;141;0;"";177768
47;41;0;"";177769
28;43;0;"";205895
-3;26;0;"";205870
83;66;0;"";177771
32;28;0;"";155048
8;18;0;"";261974
102;100;0;"";205873
174;160;0;"";177772
53;100;0;"";205874
95;111;0;"";233803
36;28;0;"";148869
136;144;0;"";143722
28;20;0;"";177774
102;103;0;"";233804
-10;-18;0;"";205875
64;55;0;"";205876
71;68;0;"";146797
72;58;0;"";144084
19;59;0;"";233807
1031;1003;0;"";155049
-2;-17;0;"";261976
50;50;0;"";177777
29;31;0;"";177825
202;213;0;"";205877
0;32;0;"";177779
-1;31;0;"";233809
-8;16;0;"";262027
19;15;0;"";261977
74;60;0;"";261978
-1;16;0;"";177833
13;16;0;"";205878
44;59;0;"";177782
48;34;0;"";233811
38;27;0;"";177827
-2;18;0;"";262029
-7;55;0;"";177783
11;17;0;"";261981
-2;21;0;"";233814
4;20;0;"";177784
406;409;0;"";205882
52;60;0;"";177785
49;48;0;"";177786
32;31;0;"";233816
41;27;0;"";205884
68;56;0;"";205885
11;22;0;"";205886
66;51;0;"";177787
51;42;0;"";205896
80;105;0;"";177788
49;47;0;"";261985
9;32;0;"";261986
15;19;0;"";261987
56;62;0;"";261990
24;46;0;"";233821
-5;19;0;"";261991
36;24;0;"";177789
70;46;0;"";177791
18;20;0;"";205897
29;18;0;"";205898
13;15;0;"";261992
77;99;0;"";233823
13;26;0;"";233825
18;16;0;"";261993
189;183;0;"";233826
1;57;0;"";205899
29;19;0;"";160716
55;47;0;"";233827
32;55;0;"";205900
12;15;0;"";172753
0;33;0;"";261994
71;67;0;"";261995
-9;34;0;"";149418
21;24;0;"";205902
40;41;0;"";233829
58;57;0;"";261996
183;170;0;"";149024
57;35;0;"";177794
27;21;0;"";261997
29;19;0;"";233831
31;15;0;"";261998
42;36;0;"";148870
97;129;0;"";144734
34;24;0;"";205904
12;29;0;"";144751
100;91;0;"";148871
-4;-14;0;"";166273
59;67;0;"";177796
33;17;0;"";233843
76;57;0;"";205960
209;207;0;"";205905
32;38;0;"";149052
44;42;0;"";144735
43;25;0;"";233844
74;59;0;"";233845
-3;97;0;"";233846
32;23;0;"";166274
56;60;0;"";205906
102;81;0;"";205908
30;22;0;"";233848
32;78;0;"";233849
27;26;0;"";233850
3;27;0;"";233851
-2;21;0;"";149419
27;19;0;"";262002
38;29;0;"";177799
68;46;0;"";172043
31;18;0;"";262004
27;23;0;"";177800
30;22;0;"";262005
1416;1422;0;"";205911
-5;19;0;"";233853
47;47;0;"";177801
38;37;0;"";233854
57;117;0;"";233855
163;295;0;"";205912
46;36;0;"";262006
33;22;0;"";177802
176;167;0;"";233857
-4;19;0;"";262007
30;39;0;"";233858
